Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,Serious,Total Tests,Population,continent,Density
Georgia,1654076.0,161.0,16795.0,1.0,1635291.0,301.0,1990.0,0.0,16793137.0,3975366.0,Asia,56.9403
Pakistan,1527669.0,80.0,30368.0,0.0,1493933.0,63.0,3368.0,196.0,28008999.0,228620548.0,Asia,260.2176
Ireland,1509536.0,1163.0,6996.0,3.0,1397936.0,7032.0,104604.0,39.0,12016948.0,5037195.0,Europe,71.4385
Norway,1423220.0,637.0,2871.0,0.0,978652.0,0.0,441697.0,20.0,11002430.0,5497647.0,Europe,17.0208
Kazakhstan,1305440.0,9.0,13660.0,0.0,1290964.0,19.0,816.0,24.0,11575012.0,19181490.0,Asia,7.048
Hong Kong,1200908.0,574.0,9227.0,15.0,627610.0,0.0,564071.0,115.0,44972952.0,7606609.0,Asia,6887.952
Singapore,1177415.0,3025.0,1324.0,2.0,1104841.0,0.0,71250.0,16.0,23712995.0,5933272.0,Asia,8371.1915
Morocco,1164614.0,47.0,16064.0,0.0,1148108.0,106.0,442.0,293.0,11237010.0,37699047.0,Africa,84.588
Bulgaria,1152538.0,287.0,36842.0,4.0,959432.0,143.0,156264.0,109.0,9793023.0,6854186.0,Europe,61.7303
Croatia,1116281.0,839.0,15772.0,7.0,1096180.0,846.0,4329.0,22.0,4758247.0,4059644.0,Europe,71.7264
Cuba,1101220.0,282.0,8523.0,1.0,1091293.0,316.0,1404.0,23.0,12920253.0,11314155.0,North America,102.8872
Lebanon,1096227.0,128.0,10372.0,2.0,1079046.0,412.0,6809.0,186.0,4795578.0,6770360.0,Asia,639.5761
Lithuania,1053462.0,1008.0,9048.0,7.0,1014301.0,1326.0,30113.0,40.0,8208195.0,2653854.0,Europe,40.7612
Tunisia,1039532.0,0.0,28533.0,0.0,46401.0,0.0,964598.0,29.0,4563397.0,12041507.0,Africa,73.6303
Slovenia,1002908.0,1154.0,6569.0,1.0,978652.0,1900.0,17687.0,29.0,2638757.0,2079453.0,Europe,102.5025
Finland,1000472.0,0.0,3638.0,0.0,46000.0,0.0,950834.0,31.0,10644579.0,5556234.0,Europe,16.4142
Nepal,978714.0,9.0,11951.0,0.0,966481.0,25.0,282.0,0.0,5609917.0,30081108.0,Asia,205.3633
Belarus,976906.0,645.0,6920.0,3.0,928536.0,0.0,41450.0,0.0,13083013.0,9443721.0,Europe,45.4374
Bolivia,904294.0,82.0,21907.0,1.0,854575.0,498.0,27812.0,220.0,2693845.0,11959981.0,South America,10.9165
UAE,896631.0,259.0,2302.0,0.0,879054.0,396.0,15275.0,0.0,153868758.0,10105769.0,Asia,118.0
Uruguay,895775.0,0.0,7197.0,0.0,886654.0,0.0,1924.0,18.0,6091188.0,3495429.0,South America,19.3114
New Zealand,870591.0,9473.0,610.0,10.0,812490.0,7832.0,57491.0,0.0,6980390.0,5002100.0,Australia/Oceania,18.1102
Ecuador,866925.0,0.0,35528.0,0.0,854575.0,0.0,0.0,759.0,2470170.0,18125849.0,South America,65.4288
Costa Rica,847784.0,0.0,8383.0,0.0,829515.0,0.0,9886.0,43.0,4240743.0,5177960.0,North America,101.4159
Guatemala,841341.0,864.0,17496.0,21.0,821185.0,888.0,2660.0,5.0,4402305.0,18512721.0,North America,170.6696
Latvia,816298.0,765.0,5739.0,4.0,801727.0,957.0,8832.0,8.0,7147575.0,1848623.0,Europe,28.6379
Azerbaijan,792457.0,12.0,9707.0,0.0,782621.0,18.0,129.0,0.0,6788729.0,10303895.0,Asia,118.94
Panama,771005.0,542.0,8182.0,2.0,759495.0,345.0,3328.0,9.0,5820472.0,4437167.0,North America,58.965
Saudi Arabia,753241.0,117.0,9075.0,0.0,740244.0,236.0,3922.0,46.0,41807813.0,35790910.0,Asia,16.6745
Sri Lanka,663091.0,50.0,16500.0,1.0,642571.0,3.0,4020.0,0.0,6486117.0,21575078.0,Asia,328.8499
Paraguay,649034.0,352.0,18795.0,9.0,624673.0,0.0,5566.0,5.0,2623300.0,7290440.0,South America,17.9614
Kuwait,631076.0,0.0,2555.0,0.0,627610.0,0.0,911.0,8.0,7986760.0,4384388.0,Asia,245.8371
Myanmar,612714.0,17.0,19434.0,0.0,591583.0,39.0,1697.0,0.0,7882371.0,55067244.0,Asia,81.6272
Palestine,581816.0,0.0,5353.0,0.0,575899.0,0.0,564.0,17.0,3078533.0,5315056.0,Asia,859.4117
Dominican Republic,578954.0,0.0,4376.0,0.0,574297.0,0.0,281.0,16.0,3261060.0,11043976.0,North America,227.1655
Estonia,569722.0,376.0,2531.0,3.0,505835.0,787.0,61356.0,7.0,3307699.0,1328143.0,Europe,29.2283
Bahrain,565464.0,388.0,1475.0,0.0,560405.0,489.0,3584.0,3.0,9693244.0,1808083.0,Asia,2332.0039
Venezuela,522088.0,18.0,5705.0,0.0,515212.0,77.0,1171.0,230.0,3359014.0,28290731.0,South America,31.9353
Moldova,516986.0,122.0,11489.0,2.0,504142.0,134.0,1355.0,49.0,3216305.0,4017066.0,Europe,118.5715
Egypt,515645.0,0.0,24613.0,0.0,442182.0,0.0,48850.0,122.0,3693367.0,105812193.0,Africa,105.8972
Libya,501862.0,0.0,6429.0,0.0,490900.0,0.0,4533.0,101.0,2476960.0,7039683.0,Africa,4.0015
Ethiopia,470405.0,16.0,7510.0,0.0,454663.0,500.0,8232.0,15.0,4761181.0,120093423.0,Africa,109.4021
Mongolia,469520.0,29.0,2177.0,0.0,313256.0,0.0,154087.0,192.0,4030048.0,3373425.0,Asia,2.1597
Cyprus,464366.0,0.0,993.0,0.0,124370.0,0.0,339003.0,60.0,9477138.0,1223201.0,Asia,132.2438
Armenia,422814.0,9.0,8622.0,0.0,410535.0,18.0,3657.0,0.0,3029751.0,2973226.0,Asia,99.9215
Honduras,422275.0,0.0,10892.0,0.0,131100.0,0.0,280283.0,105.0,1263329.0,10188483.0,North America,90.862
Oman,388995.0,0.0,4257.0,0.0,384055.0,0.0,683.0,2.0,25000000.0,5340579.0,Asia,17.2019
Bosnia and Herzegovina,376699.0,57.0,15756.0,3.0,192218.0,0.0,168725.0,0.0,1752716.0,3244043.0,Europe,63.4521
Réunion,374295.0,0.0,742.0,0.0,355605.0,0.0,17948.0,10.0,1603660.0,906828.0,Africa,358.0
Qatar,364012.0,107.0,677.0,0.0,362451.0,113.0,884.0,1.0,3424878.0,2807805.0,Asia,257.1996
Kenya,323688.0,24.0,5649.0,0.0,317902.0,20.0,137.0,0.0,3578739.0,55905193.0,Africa,96.8615
Zambia,318984.0,0.0,3974.0,0.0,314075.0,0.0,935.0,0.0,3408441.0,19311313.0,Africa,25.8702
North Macedonia,309062.0,98.0,9271.0,5.0,299064.0,148.0,727.0,0.0,2007553.0,2083220.0,Europe,80.9436
Botswana,305859.0,0.0,2688.0,0.0,303026.0,0.0,145.0,1.0,2026898.0,2437178.0,Africa,4.1944
Albania,274737.0,52.0,3496.0,0.0,270852.0,63.0,389.0,2.0,1798288.0,2872134.0,Europe,99.7069
Algeria,265761.0,7.0,6874.0,0.0,178343.0,2.0,80544.0,6.0,230861.0,45277859.0,Africa,19.0408
Nigeria,255685.0,6.0,3143.0,0.0,249890.0,4.0,2652.0,11.0,5036813.0,215343385.0,Africa,234.6335
Zimbabwe,247488.0,105.0,5468.0,1.0,241328.0,158.0,692.0,12.0,2239257.0,15252838.0,Africa,39.2352
Uzbekistan,238418.0,27.0,1637.0,0.0,236423.0,26.0,358.0,23.0,1377915.0,34343347.0,Asia,76.8486
Montenegro,234549.0,77.0,2711.0,0.0,231209.0,63.0,629.0,6.0,2443950.0,628209.0,Europe,45.4641
Luxembourg,233966.0,829.0,1058.0,2.0,221501.0,1243.0,11407.0,1.0,4213886.0,644330.0,Europe,248.4033
Mozambique,225352.0,1.0,2201.0,0.0,223104.0,16.0,47.0,13.0,1308458.0,32832686.0,Africa,41.2798
Laos,204274.0,756.0,730.0,0.0,7660.0,0.0,195884.0,0.0,1232128.0,7465821.0,Asia,31.5922
Kyrgyzstan,200983.0,0.0,2991.0,0.0,196371.0,11.0,1621.0,131.0,1907195.0,6718162.0,Asia,33.6496
Iceland,183974.0,0.0,112.0,0.0,75685.0,0.0,108177.0,1.0,1953616.0,345235.0,Europe,3.3533
Maldives,178883.0,0.0,298.0,0.0,163687.0,0.0,14898.0,25.0,2213831.0,557699.0,Asia,1803.2833
Afghanistan,178638.0,25.0,7680.0,0.0,161683.0,0.0,9275.0,1124.0,939371.0,40507809.0,Asia,62.4847
Uganda,164069.0,0.0,3596.0,0.0,100205.0,0.0,60268.0,2.0,2612795.0,48342573.0,Africa,200.5086
El Salvador,162089.0,0.0,4127.0,0.0,150662.0,0.0,7300.0,8.0,1950448.0,6545195.0,North America,311.3155
Ghana,161124.0,0.0,1445.0,0.0,159655.0,0.0,24.0,1.0,2433244.0,32241551.0,Africa,135.8112
Namibia,158280.0,168.0,4023.0,1.0,153662.0,0.0,595.0,0.0,1000123.0,2623820.0,Africa,3.1902
Martinique,147519.0,0.0,918.0,0.0,104.0,0.0,146497.0,8.0,828928.0,374741.0,North America,331.6374
Trinidad and Tobago,143884.0,419.0,3811.0,3.0,133368.0,230.0,6705.0,18.0,695006.0,1407656.0,North America,274.1881
Brunei,140873.0,150.0,218.0,0.0,139523.0,114.0,1132.0,0.0,717784.0,445029.0,Asia,77.2647
Guadeloupe,140130.0,0.0,854.0,0.0,2250.0,0.0,137026.0,19.0,938039.0,400247.0,North America,245.5737
Cambodia,136172.0,26.0,3056.0,0.0,132880.0,29.0,236.0,0.0,2946965.0,17135956.0,Asia,94.836
Rwanda,129764.0,4.0,1458.0,0.0,45522.0,0.0,82784.0,0.0,5225494.0,13530598.0,Africa,516.3818
Jamaica,129441.0,68.0,2941.0,4.0,82875.0,80.0,43625.0,0.0,978700.0,2984463.0,North America,271.5944
Cameroon,119780.0,0.0,1927.0,0.0,117791.0,0.0,62.0,13.0,1751774.0,27736213.0,Africa,58.7065
Angola,99194.0,0.0,1900.0,0.0,97149.0,0.0,145.0,0.0,1499795.0,34707535.0,Africa,28.096
Malta,90168.0,249.0,684.0,0.0,83521.0,552.0,5963.0,4.0,1868587.0,443662.0,Europe,1405.1677
DRC,87023.0,0.0,1337.0,0.0,50930.0,0.0,34756.0,0.0,846704.0,94465331.0,Africa,40.0
Senegal,85982.0,4.0,1965.0,0.0,83999.0,4.0,18.0,1.0,1062683.0,17538735.0,Africa,89.7392
Malawi,85743.0,2.0,2633.0,0.0,81934.0,0.0,1176.0,67.0,571029.0,20020400.0,Africa,170.3254
Ivory Coast,81881.0,6.0,799.0,0.0,81057.0,3.0,25.0,0.0,1493433.0,27554965.0,Africa,86.0325
French Guiana,80422.0,0.0,394.0,0.0,11254.0,0.0,68774.0,1.0,622646.0,312627.0,South America,3.761
Suriname,79302.0,0.0,1327.0,0.0,49396.0,0.0,28579.0,0.0,235824.0,596106.0,South America,3.6432
Channel Islands,73609.0,86.0,166.0,0.0,72059.0,104.0,1384.0,0.0,1252808.0,176751.0,Europe,915.0
French Polynesia,72648.0,27.0,648.0,0.0,3973.0,0.0,68027.0,7.0,76428.5,283835.0,Australia/Oceania,68.1939
Eswatini,70253.0,63.0,1396.0,1.0,68730.0,24.0,127.0,11.0,1012076.0,1181814.0,Africa,68.2341
Barbados,66810.0,493.0,388.0,2.0,63424.0,917.0,2998.0,0.0,638650.0,288009.0,North America,669.8209
Fiji,64524.0,0.0,862.0,0.0,62677.0,0.0,985.0,0.0,506642.0,908153.0,Australia/Oceania,49.7738
Madagascar,64121.0,0.0,1391.0,0.0,59370.0,0.0,3360.0,14.0,418849.0,28973361.0,Africa,49.7036
Guyana,63407.0,8.0,1228.0,0.0,62088.0,7.0,91.0,1.0,589800.0,793393.0,South America,3.6938
Sudan,62093.0,9.0,4930.0,1.0,46401.0,0.0,10762.0,0.0,562941.0,45693675.0,Africa,24.3851
New Caledonia,60457.0,0.0,312.0,0.0,60064.0,0.0,81.0,9.0,98964.0,290445.0,Australia/Oceania,15.6616
Mauritania,58683.0,0.0,982.0,0.0,57693.0,0.0,8.0,0.0,798518.0,4869809.0,Africa,4.756
Belize,57419.0,13.0,676.0,0.0,56534.0,6.0,209.0,6.0,534770.0,410635.0,North America,17.9478
Bhutan,56603.0,302.0,20.0,1.0,52079.0,1666.0,4504.0,4.0,2275084.0,786921.0,Asia,20.5225
Cabo Verde,56001.0,2.0,401.0,0.0,55537.0,0.0,63.0,23.0,400982.0,566871.0,Africa,138.0
Syria,55792.0,2.0,3150.0,0.0,52078.0,13.0,564.0,0.0,146269.0,18266514.0,Asia,104.5729
Gabon,47594.0,0.0,303.0,0.0,47280.0,0.0,11.0,0.0,1591228.0,2320346.0,Africa,8.7105
Taiwan,47094.0,3853.0,856.0,0.0,23176.0,639.0,23062.0,0.0,14133126.0,23894472.0,Asia,660.0336
Papua New Guinea,43732.0,0.0,649.0,0.0,43025.0,0.0,58.0,7.0,249149.0,9252402.0,Australia/Oceania,20.0764
Seychelles,42079.0,0.0,165.0,0.0,41260.0,0.0,654.0,0.0,662996.0,99444.0,Africa,219.969
Curaçao,41652.0,0.0,271.0,0.0,40800.0,0.0,581.0,3.0,494095.0,165303.0,North America,370.0
Andorra,41013.0,0.0,153.0,0.0,40343.0,0.0,517.0,14.0,249838.0,77488.0,Europe,165.5192
Burundi,38853.0,0.0,38.0,0.0,773.0,0.0,38042.0,0.0,345742.0,12528619.0,Africa,453.5762
Mauritius,37656.0,20.0,990.0,0.0,35656.0,45.0,1010.0,0.0,358675.0,1275572.0,Africa,624.8662
Mayotte,37038.0,0.0,187.0,0.0,2964.0,0.0,33887.0,0.0,176919.0,284673.0,Africa,765.3984
Togo,36973.0,0.0,273.0,0.0,36679.0,0.0,21.0,0.0,727399.0,8628272.0,Africa,152.872
Guinea,36459.0,0.0,440.0,0.0,35976.0,0.0,43.0,8.0,660107.0,13774441.0,Africa,56.3974
Faeroe Islands,34658.0,0.0,28.0,0.0,7693.0,0.0,26937.0,5.0,778000.0,49198.0,Europe,35.3431
Aruba,34589.0,244.0,212.0,0.0,34251.0,213.0,126.0,2.0,177885.0,107583.0,North America,597.8278
Tanzania,33864.0,0.0,803.0,0.0,46401.0,0.0,0.0,7.0,662996.0,62798776.0,Africa,66.9764
Bahamas,33446.0,16.0,789.0,0.0,32305.0,8.0,352.0,11.0,229817.0,400016.0,North America,28.7252
Lesotho,32910.0,0.0,697.0,0.0,24155.0,0.0,8058.0,0.0,431221.0,2172858.0,Africa,71.6751
Mali,30716.0,16.0,731.0,0.0,29794.0,7.0,191.0,0.0,662996.0,21301409.0,Africa,17.3149
Haiti,30640.0,25.0,835.0,0.0,29389.0,77.0,416.0,0.0,132422.0,11653047.0,North America,420.9111
Isle of Man,28416.0,0.0,87.0,0.0,26794.0,0.0,1535.0,0.0,150753.0,85844.0,Europe,149.8811
Benin,26952.0,0.0,163.0,0.0,25506.0,0.0,1283.0,5.0,604310.0,12695189.0,Africa,113.5189
Somalia,26485.0,0.0,1350.0,0.0,13182.0,0.0,11953.0,0.0,400466.0,16691888.0,Africa,26.412
Congo,24079.0,0.0,385.0,0.0,20178.0,0.0,3516.0,0.0,347815.0,5762761.0,Africa,16.0
Saint Lucia,23201.0,40.0,368.0,0.0,22721.0,5.0,112.0,1.0,142501.0,185140.0,North America,300.5081
Timor-Leste,22860.0,3.0,130.0,0.0,22714.0,0.0,16.0,0.0,261007.0,1363692.0,Asia,92.0686
Cayman Islands,21755.0,0.0,26.0,0.0,8553.0,0.0,13176.0,1.0,222773.0,67113.0,North America,254.8371
Burkina Faso,20853.0,0.0,382.0,0.0,20439.0,0.0,32.0,0.0,248995.0,21935714.0,Africa,80.9726
Nicaragua,18491.0,0.0,225.0,0.0,4225.0,0.0,14041.0,0.0,354205.0,6766602.0,North America,51.9977
Gibraltar,17706.0,0.0,101.0,0.0,16579.0,0.0,1026.0,0.0,534283.0,33673.0,Europe,5617.3333
South Sudan,17422.0,2.0,138.0,0.0,13514.0,0.0,3770.0,1.0,376391.0,11430250.0,Africa,18.7472
Tajikistan,17388.0,0.0,124.0,0.0,17264.0,0.0,0.0,0.0,10634128.0,9923585.0,Asia,69.584
Liechtenstein,17064.0,15.0,84.0,0.0,16751.0,27.0,229.0,2.0,102174.0,38325.0,Europe,239.9187
San Marino,16140.0,0.0,114.0,0.0,15662.0,0.0,364.0,4.0,149271.0,34060.0,Europe,558.7705
Equatorial Guinea,15907.0,0.0,183.0,0.0,15698.0,0.0,26.0,5.0,310972.0,1485993.0,Africa,53.355
Djibouti,15611.0,0.0,189.0,0.0,15411.0,0.0,11.0,0.0,303924.0,1013892.0,Africa,43.7973
CAR,14649.0,0.0,113.0,0.0,6859.0,0.0,7677.0,2.0,81294.0,4981083.0,Africa,8.0
Grenada,14332.0,0.0,220.0,0.0,13872.0,0.0,240.0,4.0,147982.0,113463.0,North America,329.8692
Bermuda,13143.0,0.0,131.0,0.0,12719.0,0.0,293.0,0.0,866313.0,61863.0,North America,1147.0185
Solomon Islands,12437.0,0.0,139.0,0.0,11194.0,0.0,1104.0,2.0,5117.0,717228.0,Australia/Oceania,24.9571
Dominica,12011.0,0.0,63.0,0.0,11926.0,0.0,22.0,0.0,187690.0,72308.0,North America,96.3302
Gambia,11995.0,0.0,365.0,0.0,11591.0,0.0,39.0,0.0,155686.0,2538957.0,Africa,239.3565
Greenland,11971.0,0.0,21.0,0.0,2761.0,0.0,9189.0,4.0,164926.0,56948.0,North America,0.0263
Yemen,11818.0,0.0,2148.0,0.0,9001.0,0.0,669.0,23.0,265253.0,31009438.0,Asia,59.009
Monaco,11577.0,32.0,54.0,0.0,11328.0,49.0,195.0,4.0,54960.0,39743.0,Europe,19891.5
Saint Martin,10279.0,0.0,63.0,0.0,1399.0,0.0,8817.0,7.0,112382.0,39854.0,North America,749.6226
Sint Maarten,9981.0,0.0,86.0,0.0,9836.0,0.0,59.0,10.0,62056.0,43753.0,North America,1293.1176
Eritrea,9733.0,0.0,103.0,0.0,9629.0,0.0,1.0,0.0,23693.0,3634877.0,Africa,31.1415
Caribbean Netherlands,9592.0,15.0,34.0,0.0,9392.0,9.0,166.0,0.0,30126.0,26662.0,North America,80.0
Tonga,9553.0,85.0,11.0,0.0,8306.0,361.0,1236.0,0.0,408213.0,107854.0,Australia/Oceania,144.2423
Niger,8908.0,0.0,309.0,0.0,8498.0,0.0,101.0,1.0,248217.0,25784480.0,Africa,20.5869
Guinea-Bissau,8185.0,0.0,171.0,0.0,7476.0,0.0,538.0,6.0,132611.0,2051795.0,Africa,57.1174
Comoros,8100.0,0.0,160.0,0.0,7933.0,0.0,7.0,0.0,662996.0,902975.0,Africa,487.3357
Sierra Leone,7681.0,0.0,125.0,0.0,46401.0,0.0,0.0,0.0,259958.0,8269259.0,Africa,115.7853
Antigua and Barbuda,7571.0,4.0,135.0,0.0,7402.0,15.0,34.0,1.0,18901.0,99390.0,North America,225.1335
Liberia,7432.0,0.0,294.0,0.0,5747.0,0.0,1391.0,2.0,139824.0,5271834.0,Africa,47.6355
Chad,7396.0,0.0,193.0,0.0,4874.0,0.0,2329.0,0.0,191341.0,17274814.0,Africa,13.562
Samoa,7185.0,391.0,13.0,0.0,1605.0,0.0,5567.0,3.0,53893.0,200790.0,Australia/Oceania,71.1608
St. Vincent Grenadines,6771.0,2.0,106.0,0.0,6641.0,0.0,24.0,0.0,98813.0,111575.0,North America,284.0
Vanuatu,6537.0,43.0,12.0,5.0,5899.0,261.0,626.0,2.0,24976.0,320075.0,Australia/Oceania,26.4035
British Virgin Islands,6296.0,134.0,62.0,0.0,22721.0,0.0,0.0,1.0,102862.0,30594.0,North America,202.6225
Sao Tome and Principe,5953.0,0.0,73.0,0.0,5875.0,0.0,5.0,0.0,29036.0,226492.0,Africa,236.1815
Turks and Caicos,5941.0,0.0,36.0,0.0,5862.0,0.0,43.0,4.0,478593.0,39661.0,North America,41.0
Saint Kitts and Nevis,5561.0,0.0,43.0,0.0,5517.0,0.0,1.0,0.0,65141.0,53877.0,North America,206.4023
Cook Islands,4609.0,119.0,0.0,0.0,3973.0,57.0,636.0,0.0,15740.0,17593.0,Australia/Oceania,74.4534
St. Barth,4432.0,0.0,6.0,0.0,22721.0,0.0,0.0,0.0,78646.0,9931.0,North America,470.0
Palau,4396.0,117.0,6.0,0.0,3879.0,42.0,511.0,1.0,45500.0,18249.0,Australia/Oceania,39.7233
Kiribati,3076.0,0.0,13.0,0.0,2597.0,0.0,466.0,3.0,76428.5,122752.0,Australia/Oceania,152.1813
Anguilla,2731.0,0.0,9.0,0.0,2716.0,0.0,6.0,4.0,51382.0,15244.0,North America,167.3626
Saint Pierre Miquelon,2641.0,104.0,1.0,0.0,2449.0,0.0,191.0,1.0,22941.0,5743.0,North America,25.0
Wallis and Futuna,454.0,0.0,7.0,0.0,438.0,0.0,9.0,0.0,20508.0,10884.0,Australia/Oceania,77.338
Montserrat,183.0,6.0,2.0,0.0,174.0,0.0,7.0,0.0,9700.0,4997.0,North America,48.6765
Falkland Islands,128.0,0.0,0.0,0.0,854575.0,0.0,0.0,0.0,8632.0,3662.0,South America,0.2907
Macao,82.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,5375.0,665287.0,Asia,22249.6667
Vatican City,29.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,9793023.0,805.0,Europe,799.0
Marshall Islands,15.0,0.0,0.0,0.0,7.0,0.0,8.0,0.0,76428.5,59910.0,Australia/Oceania,331.8066
Western Sahara,10.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,662996.0,623795.0,Africa,2.354
Niue,8.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,76428.5,1646.0,Australia/Oceania,6.2385
